OBJECTID_1,Join_Count,TARGET_FID,OBJECTID,TYPE,CALC_LENGT,DIAMETER,DRAINAGE_A,LENGTH,WIDTH,HEIGHT,SLOPE,ROUGHNESS,FILENUM,INSTALL_DA,LIFE_CYCLE,OWNER,DATA_SOURC,CREATED_BY,LAST_EDITE,LAST_EDI_1,TYPE_USE,ORIG_FID,POINT_X,POINT_Y,ELEVATION,SUBCATCHMENT,OBJECTID_12,NODE_ID,TYPE_1,DRAINAGE_A_1,FLOW_RATE_1,POINT_X_1,POINT_Y_1,CATCHMENT_,HIST_STRU_,FILENUM_1,INSTALL_DA_1,LIFE_CYCLE_1,OWNER_1,DATA_SOURC_1,CREATED_BY_1,LAST_EDITE_1,LAST_EDI_12,DA_SRC_STR,ANCILLARYR,OUTFALL,SWID,TYPE_USE_1
1691,1,1691,33052,Reinforced Concrete Pipe,147.557925719999986,42, ,150, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18150, ,513,-157.755598121755895,21.296617547961546,278.0245972,88,55822,25670,Inlet/Outlet, , ,-157.755612527995737,21.296620970781248, ,HWES 7,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,End of RCP; edited by FILENUM 18150, ,None,HWES 7,HWES 7-25670, 
1692,1,1692,33053,Reinforced Concrete Pipe,53.157057690000002,24, ,70, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,514,-157.755325859201008,21.296641557162161,278.0105896,4,28216,25668,Man Hole, , ,-157.755340265440879,21.296644979981863, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 8,HWES 8-25668, 
1693,1,1693,33053,Reinforced Concrete Pipe,53.157057690000002,24, ,70, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,514,-157.755480279990906,21.296619861917122,277.8025513,88,3121,25669,Inlet/Outlet, , ,-157.755494686230747,21.296623284736825, ,HWES 8,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,End of RCP; edited by FILENUM 18150, ,None,HWES 8,HWES 8-25669, 
1694,1,1694,34648,Reinforced Concrete Pipe,119.035310069999994,18, ,120, , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Parcels, ,528,-157.756602987337970,21.299573051155448,363.3091431,20,3239,29000,Catch Basin, , ,-157.756617393577812,21.299576473975151, ,HWES 4-6,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Parcels, ,None,HWES 4,HWES 4-29000, 
1695,1,1695,34648,Reinforced Concrete Pipe,119.035310069999994,18, ,120, , , , ,Pre-SWQDC, , ,Private,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Parcels, ,528,-157.756667606324953,21.299251005729388,364.4259949,20,58565,28999,Catch Basin, , ,-157.756682012564795,21.299254428549091, , ,Pre-SWQDC, ,"Constructed, existing ROW",Private,Pre-SWQDC,Pre-SWQDC,jnolan,OWNERSHIP taken from Parcels, ,None,HWES 4,HWES 4-28999, 
1696,1,1696,34895,Reinforced Concrete Pipe,288.302708209999992,18, ,265, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,534,-157.753708129926224,21.296056051745438,319.5589905,96,53970,25659,Man Hole, , ,-157.753722536166094,21.296059474565141, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 8,HWES 8-25659, 
1697,1,1697,34895,Reinforced Concrete Pipe,288.302708209999992,18, ,265, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,534,-157.754306019906863,21.296618137017447,292.1739502,96,55821,25662,Catch Basin, , ,-157.754320427046054,21.296621559837149, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 8,HWES 8-25662, 
1698,1,1698,34896,Reinforced Concrete Pipe,47.911928990000000,24, ,35, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,535,-157.754937542733387,21.296649756281283,277.4258118,4,26420,25666,Man Hole, , ,-157.754951948973229,21.296653179100986, ,HWES 8-3,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 8,HWES 8-25666, 
1699,1,1699,34896,Reinforced Concrete Pipe,47.911928990000000,24, ,35, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,535,-157.755068455244981,21.296698176679570,279.0898743,4,58542,25667,Man Hole, , ,-157.755082861484851,21.296701600398592, ,HWES 8-2,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 8,HWES 8-25667, 
1700,1,1700,34994,Reinforced Concrete Pipe,61.612306140000001,24, ,55, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,543,-157.754762666863570,21.299111716932259,353.2647095,20,28257,29464,Man Hole, , ,-157.754777073103412,21.299115139751962, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 3,HWES 3-29464, 
1701,1,1701,34994,Reinforced Concrete Pipe,61.612306140000001,24, ,55, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,543,-157.754774601766428,21.298942475315016,347.9439087,20,3489,29463,Man Hole, , ,-157.754789008006298,21.298945898134718, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 3,HWES 3-29463, 
1702,1,1702,34995,Reinforced Concrete Pipe,41.199108000000003,30, ,30, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,544,-157.754755193497346,21.298808654395941,344.2142944,20,47569,29469,Catch Basin, , ,-157.754769599737216,21.298812077215644, ,HWES 3-4-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18151 and Easements, ,None,HWES 3,HWES 3-29469, 
1703,1,1703,34995,Reinforced Concrete Pipe,41.199108000000003,30, ,30, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,544,-157.754867974777198,21.298849792084297,343.6382446,20,50356,29462,Catch Basin, , ,-157.754882381017040,21.298853214904000, ,HWES 3-4,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 3,HWES 3-29462, 
1704,1,1704,35013,Reinforced Concrete Pipe,202.041399479999995,18, ,210, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,545,-157.754706121989898,21.298079694522357,322.6590576,12,41154,28987,Catch Basin, , ,-157.754720528229768,21.298083117342060, ,HWES 6-4,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 6,HWES 6-28987, 
1705,1,1705,35013,Reinforced Concrete Pipe,202.041399479999995,18, ,210, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,545,-157.755283127014678,21.297949501468395,312.8734436,12,38411,28988,Catch Basin, , ,-157.755297533254520,21.297952924288097, ,HWES 6-3,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 6,HWES 6-28988, 
1706,1,1706,35270,Reinforced Concrete Pipe,40.105953200000002,18,1.9, , , ,0.010000,0.710000,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan, , ,551,-157.746789925114911,21.294867465461209,917.0671997,39,4779,42520,Catch Basin,0.900000,4.7,-157.746804331354781,21.294870888280911,9, ,2626,1990-09-26T00:00:00.000Z,"Constructed, existing ROW",Private,SWQDC As-built,SWQDC,jnolan, , ,None,HWES 47,HWES 47-42520, 
1707,1,1707,35270,Reinforced Concrete Pipe,40.105953200000002,18,1.9, , , ,0.010000,0.710000,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan, , ,551,-157.746905345005644,21.294889582488281,919.2276611,39,26629,42519,Catch Basin,1.200000,4.7,-157.746919751245485,21.294893005307983,9, ,2626,1990-09-26T00:00:00.000Z,"Constructed, existing ROW",Private,SWQDC As-built,SWQDC,jnolan, , ,None,HWES 47,HWES 47-42519, 
1708,0,1708,35766,Ditch,135.625142990000001, , , , , , , ,18150, , ,Private,SWQDC Other,SWQDC,jnolan,OWNERSHIP taken from Parcels & Easements; Edited by Parcels, ,558,-157.757324874043661,21.296011832979787,386.5483398,9,,,,, ,,,,,,,,,,,,,,,,,
1709,1,1709,35766,Ditch,135.625142990000001, , , , , , , ,18150, , ,Private,SWQDC Other,SWQDC,jnolan,OWNERSHIP taken from Parcels & Easements; Edited by Parcels, ,558,-157.756931096892572,21.296068492966640,340.9685669,88,33758,25676,Inlet/Outlet, , ,-157.756945503132442,21.296071916685662, ,HWES 7-13,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Connection between Ditch and RCP; edited by FILENUM 18150 and Parcels, ,None,HWES 7,HWES 7-25676, 
1710,1,1710,35955,Reinforced Concrete Pipe,203.240862050000004,18, ,170, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,561,-157.756766622581551,21.296740121059770,332.2700195,95,14341,25682,Catch Basin, , ,-157.756781028821393,21.296743543879472, ,HWES 7-5,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 7,HWES 7-25682, 
1711,1,1711,35955,Reinforced Concrete Pipe,203.240862050000004,18, ,170, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,561,-157.756606670061757,21.297279163902317,322.2929382,95,38395,25680,Man Hole, , ,-157.756621077200919,21.297282586722076, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 7,HWES 7-25680, 
1712,1,1712,36436,Reinforced Concrete Pipe,77.502152769999995,18, ,70, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,573,-157.754567265766667,21.295810035904481,248.2855072,18,49270,20470,Man Hole, , ,-157.754581672006537,21.295813459623503,5.800000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 9,HWES 9-20470, 
1713,1,1713,36436,Reinforced Concrete Pipe,77.502152769999995,18, ,70, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,573,-157.754725407051865,21.295656559402744,244.7368927,18,37453,20475,Man Hole, , ,-157.754739813291735,21.295659982222446,6.300000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 9,HWES 9-20475, 
1714,1,1714,36437,Reinforced Concrete Pipe,47.135026920000001,24, ,40, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,574,-157.754900048198635,21.295516871306631,242.2092133,18,46513,20476,Catch Basin, , ,-157.754914454438506,21.295520294126334,8.500000,HWES 9-2,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 9,HWES 9-20476, 
1715,0,1715,36437,Reinforced Concrete Pipe,47.135026920000001,24, ,40, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,574,-157.754913639652727,21.295512481715718,242.2346039,18,,,,, ,,,,,,,,,,,,,,,,,
1716,1,1716,36437,Reinforced Concrete Pipe,47.135026920000001,24, ,40, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,574,-157.755036306280488,21.295494982707339,243.1882782,18,25418,20477,Man Hole, , ,-157.755050712520330,21.295498406426361,6.7, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 9,HWES 9-20477, 
1717,1,1717,36487,Reinforced Concrete Pipe,32.011148120000001,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,576,-157.755655145968177,21.292644282008041,182.9028778,46,2565,20501,Catch Basin, , ,-157.755669552208047,21.292647704827743, ,HWES 17-2,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 17,HWES 17-20501, 
1718,1,1718,36487,Reinforced Concrete Pipe,32.011148120000001,18, , , , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,576,-157.755642178643598,21.292557001004866,180.6899261,46,33679,20502,Man Hole, , ,-157.755656584883468,21.292560424723888, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18150, ,None,HWES 17,HWES 17-20502, 
1719,1,1719,36733,Reinforced Concrete Pipe,111.933856280000001,30, ,110, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,588,-157.754987322906601,21.300657226150122,382.8749695,24,57648,29459,Inlet/Outlet, , ,-157.755001729146443,21.300660648969824, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Start of RCP; edited by FILENUM 15481, ,None,HWES 1,HWES 1-29459, 
1720,1,1720,36733,Reinforced Concrete Pipe,111.933856280000001,30, ,110, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,588,-157.755313529495766,21.300695923977742,375.9002380,24,24582,29458,Catch Basin, , ,-157.755327935735608,21.300699346797444, ,HWES 1-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 1,HWES 1-29458, 
1721,1,1721,36820,Reinforced Concrete Pipe,137.211750660000007,30, ,135, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,590,-157.754867974777198,21.298849792084297,343.6382446,20,50356,29462,Catch Basin, , ,-157.754882381017040,21.298853214904000, ,HWES 3-4,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 3,HWES 3-29462, 
1722,1,1722,36820,Reinforced Concrete Pipe,137.211750660000007,30, ,135, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,590,-157.755270025691118,21.298823082219542,336.4242859,20,25527,29448,Man Hole, , ,-157.755284431930960,21.298826505039244, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 3,HWES 3-29448, 
1723,1,1723,37722,Channel,58.012142150000003, , , , , , , ,15551, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels, ,596,-157.754694630452803,21.293249636361679,173.7020111,7,14255,20488,Catch Basin, , ,-157.754709036692674,21.293253060080701, ,HWES 13,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18150 and Parcels, ,None,HWES,HWES-20488, 
1724,1,1724,37722,Channel,58.012142150000003, , , , , , , ,15551, , ,City and County of Honolulu,SWQDC Other,SWQDC,jnolan,Edited by Parcels, ,596,-157.754862960157453,21.293224790791498,177.0779419,7,15180,20489,Catch Basin, , ,-157.754877366397324,21.293228213611201, ,HWES 12,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18150 and Parcels, ,None,HWES,HWES-20489, 
1725,1,1725,38036,Reinforced Concrete Pipe,183.145016249999998,18, ,165, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,600,-157.754137912334755,21.295358985428891,259.4519958,18,3120,25657,Catch Basin, , ,-157.754152318574626,21.295362408248593, ,HWES 9-6,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 9,HWES 9-25657, 
1726,0,1726,38036,Reinforced Concrete Pipe,183.145016249999998,18, ,165, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,600,-157.754441407444972,21.295759783587187,250.7386475,18,,,,, ,,,,,,,,,,,,,,,,,
1727,1,1727,38036,Reinforced Concrete Pipe,183.145016249999998,18, ,165, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,600,-157.754453884639048,21.295764769428615,249.9453125,18,36504,20471,Catch Basin, , ,-157.754468290878890,21.295768192248318,4.100000,HWES 9-5,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 9,HWES 9-20471, 
1728,1,1728,38037,Reinforced Concrete Pipe,92.178761370000004,24, ,90, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18150, ,601,-157.755036306280488,21.295494982707339,243.1882782,18,25418,20477,Man Hole, , ,-157.755050712520330,21.295498406426361,6.7, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 9,HWES 9-20477, 
1729,1,1729,38037,Reinforced Concrete Pipe,92.178761370000004,24, ,90, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,Edited by FILENUM 18150, ,601,-157.755304837548181,21.295462425450637,245.5582733,18,24463,20478,Inlet/Outlet, , ,-157.755319243788051,21.295465848270339, ,HWES 9,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,End of RCP; edited by FILENUM 18150, ,None,HWES 9,HWES 9-20478, 
1730,1,1730,38100,Reinforced Concrete Pipe,140.533369749999991,30, ,140.534000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,607,-157.756259623482805,21.293562188544229,216.9528351,10,27265,20485,Man Hole, , ,-157.756274029722675,21.293565611363931,1.3, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 11,HWES 11-20485, 
1731,1,1731,38100,Reinforced Concrete Pipe,140.533369749999991,30, ,140.534000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,607,-157.755865471314422,21.293447218314498,205.3205414,10,30935,20486,Catch Basin, , ,-157.755879877554264,21.293450642033577,4.4,HWES 11-1,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 11,HWES 11-20486, 
1732,1,1732,38438,Reinforced Concrete Pipe,82.292688010000006,24, ,82.293000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,624,-157.753258921262187,21.292787426198799,241.7747040,7,21693,20495,Man Hole, , ,-157.753273327502029,21.292790849018502,4, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 15,HWES 15-20495, 
1733,1,1733,38438,Reinforced Concrete Pipe,82.292688010000006,24, ,82.293000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,624,-157.753026237870557,21.292726044771200,255.7675171,7,49271,20496,Man Hole, , ,-157.753040644110399,21.292729468490222,5, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 15,HWES 15-20496, 
1734,1,1734,38439,Reinforced Concrete Pipe,74.481742330000003,24, ,74.482000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,625,-157.753026237870557,21.292726044771200,255.7675171,7,49271,20496,Man Hole, , ,-157.753040644110399,21.292729468490222,5, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 15,HWES 15-20496, 
1735,1,1735,38439,Reinforced Concrete Pipe,74.481742330000003,24, ,74.482000, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,625,-157.752812618307672,21.292681768448915,268.8782349,7,2563,20498,Man Hole, , ,-157.752827025446834,21.292685191268617,10.900000, ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 15,HWES 15-20498, 
1736,1,1736,38520,Reinforced Concrete Pipe,73.492431999999994,30, ,75, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,628,-157.755270025691118,21.298823082219542,336.4242859,20,25527,29448,Man Hole, , ,-157.755284431930960,21.298826505039244, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 3,HWES 3-29448, 
1737,1,1737,38520,Reinforced Concrete Pipe,73.492431999999994,30, ,75, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,628,-157.755485612970631,21.298812477413946,332.7103271,20,3488,29447,Catch Basin, , ,-157.755500019210501,21.298815900233649, ,HWES 3-2,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 3,HWES 3-29447, 
1738,1,1738,38535,Reinforced Concrete Pipe,74.104649550000005, , ,75, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,originally 0 inch, ,629,-157.755592113385291,21.297829834079607,306.8230591,12,22689,28990,Man Hole, , ,-157.755606519625161,21.297833256899310, , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan, , ,None,HWES 6,HWES 6-28990, 
1739,1,1739,38535,Reinforced Concrete Pipe,74.104649550000005, , ,75, , , , ,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,originally 0 inch, ,629,-157.755801944104405,21.297775542007685,303.6680298,12,20883,28991,Inlet/Outlet, , ,-157.755816350344276,21.297778964827387, ,HWES 6,Pre-SWQDC, ,"Constructed, existing ROW",City and County of Honolulu,Pre-SWQDC,Pre-SWQDC,jnolan,End of RCP; edited by FILENUM 18151, ,None,HWES 6,HWES 6-28991, 
1740,0,1740,38719,Ditch,347.762115740000013, ,0.800000, , , , , ,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan,TYPE=Interceptor Ditch, ,631,-157.747358961247045,21.293873759566395,898.2585449,42,,,,,5.800000,,,,,,,,,,,,,,,,,
1741,1,1741,38719,Ditch,347.762115740000013, ,0.800000, , , , , ,2626,1990-09-26T00:00:00.000Z, ,Private,SWQDC As-built,SWQDC,jnolan,TYPE=Interceptor Ditch, ,631,-157.748099829943158,21.293214654532733,814.8146973,42,15487,42508,Grate/Drain Inlet, ,5.800000,-157.748114236183028,21.293218078251755, , ,2626,1990-09-26T00:00:00.000Z,"Constructed, existing ROW",Private,SWQDC As-built,SWQDC,jnolan, , ,None,HWES 50,HWES 50-42508, 
